client_id,score
3fbd8c4b629545972d6bcba74f367c10cabc0f2d2715f554159b4cfbff73dcb2,0.6263533832302415
1ee25fb2b3b07d2f165d15bd9b95f0e6d8cfccf586468d48588d104dd9922abe,0.8002212329329026
aea24d61bb2f0eeb0ff4f897ce4037f58eff29acbd4e36e716401e8e32b4134b,0.945912399443654
1318bbf375035082f93aebf102249b110abda93d9970a1aa0ef3cc2df29649b6,0.9986811496856428
6627d4565339a64bba25275af2eb8f3c1bcf3008ce3948a7d7966c40789d4d87,0.03927384723588236
782377ade0030bd4c13566d5412cc6bc606f7b061d4674e354ea2c096746133c,0.050993115837220125
5d360f2e880cbe6b6d2b0ff379c8720f68c1247a1cef354aa28b115423a9e1ee,0.2513650970198666
311bd3f9b18a49c1e4466b001922bca1c4cd250def6ba0dadfce16d760ff3aa6,0.2525798954368639
ce30ee8699c1ce73b6a744d3d94ced918a87db222470904d26e7603e8cec26cd,0.3882305240729247
422a789bccb74b9426b7202409b87d139f471d7e4c8068639c91d2e813b834cd,0.2179780453206388
1989a82589fd726c643008f78688bdaf82e20f4be42b976dab30ff174f1b9af5,0.048482014896306165
5ba9ebacb7fef25b3bccdb4fca301c16272abfaf1c3a9ff976f2a89e65766fec,0.13155063242909693
61c8e41ea40406cc43c56c80122385c62cae8f5c01c79f5f45ffb1930253f51b,0.03323027294674572
54ef42fa23e1febde9fce9c22a06364089688c138fd459a0a6880cb6aad4a82d,0.0035597752375329827
d54e996d7eaad3d30ea507e0dad5cb4ce832c80793e4218ad9455d9dfbf91126,0.005255949801379012
127cc002eae140bb55b7e0fc42e8fab81091d90a378fef0c5533b812550d2b60,0.03250517271816187
904964a018ebb8f389761c9c3168dfddebf2cd0a95ad4db1e665fc15e13c8503,0.16362047066206212
3be8ba6babdd587b99a340ed1742a0ee8af09af87ddf08a5a6a3af8357128f39,0.12467564400217743
f19f780501f216f4fe04d2d61cb8e662572ab9364b66d657c01f24151e6c901f,0.2895504528532856
be5b26746a18d9e7079320298683043693be01ef8b3d2aa4f9108cdf66cd6073,0.18887486671158077
c5a059aef4cfe56ad4329e524a06b2d3fae912bb38e9f11bc91f1f57bf11259f,0.8866180866186744
a73726cd7a568bedf3a14045824d4324343ecf1378b5eb338f4b32906bc0fd01,0.035220913629619474
9592b5e2133def8469ad3c896f1bdeca273ef1cde7f0831f4d9f019d47244eb6,0.1356348846056797
b944dbf5954b41042438cb61fe726fb8121462962bf2bb43751e1521191efeda,0.12762822618443248
a399a622381c358f873fce62f02fed45fca277c6096fc207597f5703aa3ec763,0.09681093581917892
c44767456322096e0e3d2d880b722119510a9666c6a7e17f4367528f4483b87b,0.2676189363188507
947d7371420c2d9cee2318a1fc94a7a4d85e9a593bfe4159a8eaa1071bc42830,0.015764563842512624
ec4bdd1052253ce1ea94b8dd4673067ae2bb8a38c8ff3491c3de71ec34f0f6f9,0.027318069537927307
aabfe94cb80e1e2efeb5fa5a2590de3edb6857d271fe2c15d970883a8508fbc9,0.00615652961443305
d9f6b5bfd4d05c74411bf530abe85c92a4dbc8a06507ec37466beeb30cc8934b,0.29406220048691756
972ea482ccf46dfcee7dc94731630b636acfd0adfd5cd5eb08707b6ae63a82eb,0.005485935016800019
453aaa6e49a3c4940256f7b8d58b296585cd376e982837e7b4368783706667af,0.053781013696709845
631468ce9a22de39c094ceeaba5802b0a9fd75f56d757dfe77c2fb9fc0db38de,0.0904890355591147
fc1ea56586dbfc55c65c15609677c96b8180ad22eaa46e129b65be8d1140ed7d,0.011963750280081722
8ea4567ac3e3ced3dd1bae93de373f5e03b58bafce3c2d1b148a094433345dcb,0.8588442612820868
a7c97bed4694705ef7721544da8f517b5e0e2c77e4620d68430ebb06a81dc7ca,0.16362047066206212
9328d8df7e147b5f5a2c6e654e6dab19fe11f6ad6926990e76d105ad9f1f3a80,0.004644496469244784
a8f47a017633a10ac5e730cf994618133b7ca10a4a9f8dccdc50fc611687f296,0.022078546264566897
ea377e1dae6ba3f2d9ea74578bc45ab89c6ce43bde9c98aaebc3c5c32152eb77,0.11870699127489812
f9aa8424851b19e7f136cab4f94964ae9549d440f12cc81dddaa35c9d6f6abe3,0.007243612681651506
fbae91ffca9370799931ff4d3454fbfb66570b7dad801a26f0d034dcbd57e036,0.09768230171059124
ed4463f173c58d96ac6f63705ed2c42d015c9706bbe9b3066cdb2a637b4a1f04,0.04729945247359331
80c9d90da15da84fbbe8294152355815136d68a95fb4468fb088d4d4f7e93a29,0.019799900758084632
